ra,dec,r_auto,g_auto-r_auto,FLUX_RADIUS_50,D_CENTER/R200_deg,z,zml,radius_Mpc,flag_member,flag_member_photz1,odds,name,label,prob1
18.682695,0.286056,15.448511123657228,0.6950359344482404,10.33128547668457,0.5448592715281785,0.045153,0.051489796,0.517674,0.0,,0.9872807,A168,members,
18.608987,0.533517,,,,0.5469824549294516,0.041394,,0.519676,0.0,,,A168,members,
18.807968,0.289344,16.53495979309082,0.6779422760009766,6.561703681945801,0.5472279044431296,0.045965,0.0707551,0.519915,0.0,,0.9856809,A168,members,
18.900399,0.392074,13.256385803222656,1.8380298614501953,51.57489013671875,0.5586504386277593,0.045439,0.035755105,0.530751,0.0,,0.4264701,A168,members,
18.863975,0.324488,,,,0.5626186768152114,0.042469,,0.534529,0.0,,,A168,members,
18.873676,0.331046,17.539247512817383,0.6904697418212891,5.483027935028076,0.5730572142850797,0.042864,0.051408164,0.544445,0.0,,0.57744306,A168,members,
18.743714,0.263275,17.294754028320312,0.9072914123535156,2.915761947631836,0.5857335911560773,0.045294,0.052755103,0.556505,0.0,,0.97316635,A168,members,
18.577517,0.37407,18.609996795654297,0.3555183410644531,4.969874382019043,0.5876792012439743,0.04671,0.040591832,0.558352,0.0,,0.69202065,A168,members,
18.578597,0.370408,,,,0.5889036554313068,0.042778,,0.559516,0.0,,,A168,members,
18.759509,0.262937,16.10096549987793,0.7982425689697266,6.389468193054199,0.5902409632276039,0.047806,0.050408166,0.560786,0.0,,0.9671961,A168,members,
18.760099,0.26192,,,,0.5938550772913235,0.047485,,0.56422,0.0,,,A168,members,
18.786672,0.265803,15.624577522277832,0.7465620040893555,6.28974723815918,0.5976418248848899,0.042867,0.051163264,0.567815,0.0,,0.9855448,A168,members,
18.820679,0.27739,18.4047908782959,0.4616889953613281,4.769758224487305,0.6018939648273097,0.046569,0.05391837,0.571851,0.0,,0.8462589,A168,members,
18.747275,0.618426,17.126340866088867,0.6656360626220703,3.368405818939209,0.6081789922734706,0.042407,0.046408165,0.5778,0.0,,0.926186,A168,members,
18.908687,0.364342,18.27189826965332,0.5734481811523438,4.378005027770996,0.6164120305144324,0.04288,0.053244896,0.585631,0.0,,0.67464745,A168,members,
18.729431,0.624596,17.5502872467041,0.8717117309570312,2.659839868545532,0.6295795411364179,0.047574,0.059081633,0.598133,0.0,,0.97360575,A168,members,
18.747928,0.245778,18.44365501403809,0.48211669921875,2.8779335021972656,0.6449119889380371,0.042582,0.039163265,0.612728,0.0,,0.9531854,A168,members,
18.853576,0.281847,15.666289329528809,0.9208974838256836,5.500302314758301,0.6466622482918036,0.046672,0.049510203,0.614381,0.0,,0.99805903,A168,members,
18.828582,0.264863,18.5006160736084,0.7245025634765625,3.2212159633636475,0.6514405194917139,0.04215,0.053755105,0.618924,0.0,,0.7723416,A168,members,
18.879893,0.299223,15.025099754333496,0.9321279525756836,6.364393711090088,0.6599305354636186,0.046679,0.052836735,0.626983,0.0,,0.9984531,A168,members,
18.879356,0.29633,19.206987380981445,0.9764270782470739,2.566600561141968,0.6655472624466824,0.0433,0.07167347,0.632319,0.0,,0.40048087,A168,members,
18.696752,0.632111,17.56909942626953,0.45813941955566406,8.2819242477417,0.67004588763737,0.047303,0.044081632,0.636582,0.0,,0.7154038,A168,members,
18.836979,0.259285,15.11435317993164,0.8130130767822266,7.524156093597412,0.6811609879276437,0.043328,0.04432653,0.64716,0.0,,0.99802965,A168,members,
18.883056,0.583543,,,,0.6856525447364906,0.04358,,0.651406,0.0,,,A168,members,
18.883355,0.289837,15.626246452331545,0.7670907974243146,6.801474571228027,0.690549189876171,0.046626,0.045244895,0.656073,0.0,,0.99784803,A168,members,
18.809172,0.240118,17.52237319946289,0.8295764923095703,2.9412548542022705,0.7024459209171994,0.043306,0.063489795,0.667385,0.0,,0.960712,A168,members,
18.949044,0.409149,17.526020050048828,0.7818031311035156,3.288763999938965,0.7072611557283792,0.046536,0.048408166,0.67194,0.0,,0.9843894,A168,members,
18.702988,0.230005,15.702932357788086,0.8654708862304688,5.182063102722168,0.7087162098716774,0.046162,0.04832653,0.673349,0.0,,0.9980502,A168,members,
18.818052,0.235339,16.75199317932129,0.7877044677734375,5.407731533050537,0.7277773348143479,0.043411,0.05991837,0.691451,0.0,,0.7474043,A168,members,
18.936366,0.332413,15.754815101623535,0.5988759994506836,8.75110912322998,0.7470260347825459,0.044729,0.038591836,0.709724,0.0,,0.9875499,A168,members,
18.636868,0.640653,,,,0.7661161138861587,0.04659,,0.727861,0.0,,,A168,members,
18.637068,0.233764,16.488651275634766,0.8407535552978516,4.097236156463623,0.7679173230028878,0.04494,0.050755102,0.729595,0.0,,0.9875236,A168,members,
18.815742,0.213504,14.60561752319336,0.9104433059692383,9.48851490020752,0.79420907472122,0.045092,0.051,0.754567,0.0,,0.99830925,A168,members,
18.502791,0.440302,,,,0.7987279593335792,0.04642,,0.758861,0.0,,,A168,members,
18.521612,0.542593,17.977624893188477,0.71002197265625,4.311022758483887,0.8157320299692731,0.044785,0.056,0.775014,0.0,,0.8480328,A168,members,
18.789605,0.681443,16.551618576049805,0.710693359375,7.163498401641846,0.8359570669341279,0.04297,0.042244896,0.794205,0.0,,0.99052095,A168,members,
18.624444,0.215246,15.76873016357422,0.7679309844970685,7.080710411071777,0.8426570757606627,0.046312,0.042244896,0.800603,0.0,,0.9520268,A168,members,
18.98227,0.365144,19.207305908203125,1.0163192749023438,4.2412309646606445,0.8480917728643922,0.04438,0.059081633,0.80574,0.0,,0.8254764,A168,members,
18.57154,0.626227,18.04743766784668,0.5782794952392578,4.551865577697754,0.8509702135924635,0.044287,0.03532653,0.808486,0.0,,0.78639877,A168,members,
18.86025,0.21432,16.899059295654297,0.7669467926025391,3.504878044128418,0.8512647861742517,0.046466,0.049510203,0.80877,0.0,,0.91609097,A168,members,
18.632322,0.667174,17.678546905517578,0.6537189483642614,5.789566040039063,0.852864018951566,0.04655,0.047836736,0.810278,0.0,,0.47836578,A168,members,
18.876873,0.222784,14.792292594909668,0.7484922409057617,9.440985679626465,0.8549082868292044,0.045086,0.048408166,0.81223,0.0,,0.99810183,A168,members,
18.516124,0.307636,17.76786994934082,0.7665138244628906,4.920432090759277,0.8711655585751134,0.045918,0.055081632,0.827684,0.0,,0.662977,A168,members,
18.624133,0.204478,16.973657608032227,0.5100936889648438,5.303732872009277,0.8753598685667643,0.045136,0.03632653,0.831673,0.0,,0.9857956,A168,members,
18.48109,0.411972,16.276857376098633,0.6156368255615234,9.140374183654783,0.8758247671070819,0.046355,0.049489796,0.832109,0.0,,0.9483106,A168,members,
18.488248,0.371465,15.79354476928711,0.7615337371826172,5.300809383392334,0.8761601009207732,0.045389,0.043244895,0.832428,0.0,,0.99418163,A168,members,
18.818429,0.188704,16.57381248474121,0.8474655151367188,3.540208101272583,0.8762645656608556,0.044969,0.058918368,0.832526,0.0,,0.99047655,A168,members,
18.860904,0.205344,16.492860794067383,0.6877861022949219,4.2930779457092285,0.8789681723389536,0.043444,0.04432653,0.835091,0.0,,0.9915229,A168,members,
18.707551,0.697636,17.245824813842773,0.8215045928955078,3.3431875705718994,0.8808910919680257,0.046203,0.0425102,0.836899,0.0,,0.98915464,A168,members,
18.538396,0.269702,18.153295516967773,0.8070163726806676,3.714217185974121,0.8827452569569322,0.044341,0.069836736,0.838686,0.0,,0.38007236,A168,members,
18.819865,0.185682,14.925858497619627,0.7981500625610369,7.538683891296387,0.8873985500290524,0.044935,0.053163264,0.843104,0.0,,0.998205,A168,members,
18.557321,0.247032,,,,0.8880635213412479,0.04381,,0.84374,0.0,,,A168,members,
19.007798,0.372771,17.60898780822754,0.92669677734375,5.316990375518799,0.9242176428141187,0.047308,0.085,0.878065,0.0,,0.48873353,A168,members,
18.611553,0.194146,18.261850357055664,1.0773735046386719,3.61956524848938,0.9255708688212971,0.044709,0.052163266,0.879376,0.0,,0.8690681,A168,members,
18.938441,0.24571,16.462717056274414,0.8415393829345703,4.936024188995361,0.9262979399849234,0.04311,0.037591837,0.880049,0.0,,0.96588635,A168,members,
18.907714,0.216172,17.9604434967041,0.8217411041259801,3.526395082473755,0.9322852154771148,0.045252,0.053591836,0.885741,0.0,,0.9567909,A168,members,
18.966614,0.276164,19.234987258911133,0.32958221435546875,2.4654877185821533,0.9335195893242915,0.04566,0.057081632,0.886907,0.0,,0.85011965,A168,members,
19.015984,0.400652,17.482891082763672,0.7137069702148473,5.656944274902344,0.9339860581375228,0.04688,0.05467347,0.887345,0.0,,0.7898024,A168,members,
18.592182,0.196981,17.6835880279541,0.8357715606689453,3.905249834060669,0.9496434646933772,0.043327,0.053673472,0.902246,0.0,,0.9477874,A168,members,
18.823155,0.165291,16.227630615234375,0.8179111480712891,4.051847457885742,0.956123975475069,0.045056,0.051755104,0.908398,0.0,,0.99761915,A168,members,
18.949836,0.241078,15.562609672546388,0.6603269577026349,10.468634605407717,0.9647491892908706,0.045236,0.0394898,0.91658,0.0,,0.99042845,A168,members,
18.740481,0.149342,18.54258155822754,0.6936607360839844,3.714850425720215,0.9684723865086875,0.04551,0.043918367,0.920135,0.0,,0.75211096,A168,members,
18.806065,0.718732,16.576034545898438,0.8489208221435547,2.63777756690979,0.9701570833000639,0.044282,0.04367347,0.921705,0.0,,0.9978354,A168,members,
18.707946,0.724596,16.424407958984375,0.8682880401611328,4.92235803604126,0.9706811824013443,0.045404,0.060081635,0.922206,0.0,,0.99339366,A168,members,
18.481509,0.567591,17.005382537841797,0.3896903991699219,9.087568283081056,0.9737139806215181,0.041846,0.028489796,0.92511,0.0,,0.9863358,A168,members,
18.562771,0.206706,,,,0.9789362945724255,0.04524,,0.930076,0.0,,,A168,members,
18.590316,0.689777,16.875768661499023,0.6000080108642578,6.892049789428711,0.9863351025057733,0.044741,0.041755103,0.937089,0.0,,0.98328954,A168,members,
18.589777,0.179722,14.562146186828612,0.8659477233886719,9.38087272644043,1.003528635727491,0.044251,0.044591833,0.953441,0.0,,0.9987445,A168,members,
18.873497,0.169597,17.065019607543945,0.8466262817382812,3.6410202980041504,1.0052372756010794,0.043656,0.05832653,0.955055,0.0,,0.9616725,A168,members,
18.984125,0.619781,18.745126724243164,0.8310909271240234,2.704520463943481,1.022305046142514,0.04282,0.062591836,0.971256,0.0,,0.77428997,A168,members,
18.915444,0.187469,16.733901977539062,0.8339996337890625,3.9554977416992174,1.0255835671592202,0.04553,0.047408164,0.974382,0.0,,0.9483329,A168,members,
18.734389,0.130703,14.912538528442385,0.7606048583984357,8.385095596313477,1.0313067813802164,0.041487,0.042489797,0.979833,0.0,,0.9955304,A168,members,
18.541962,0.201749,15.834450721740724,0.8025045394897443,6.387669563293457,1.03577546742624,0.043906,0.04832653,0.984076,0.0,,0.9912072,A168,members,
18.811661,0.123827,18.33194923400879,0.7266216278076172,3.641281127929688,1.0809979299931574,0.04609,0.052408166,1.027039,0.0,,0.81969154,A168,members,
18.442903,0.305798,14.701319694519045,0.7751855850219709,12.7046537399292,1.0935499974560177,0.044374,0.039163265,1.038962,0.0,,0.99556506,A168,members,
18.553758,0.163285,17.724079132080078,0.6934146881103516,3.262211799621582,1.1149224869754206,0.04504,0.046244897,1.059272,0.0,,0.86785877,A168,members,
18.981413,0.667116,17.899669647216797,0.7298641204833984,3.920262098312378,1.1181882312985871,0.046666,0.054755103,1.062353,0.0,,0.91808766,A168,members,
18.407681,0.423863,,,,1.119203334510887,0.04707,,1.063336,0.0,,,A168,members,
18.547726,0.164063,15.751097679138184,0.7537374496459961,7.928156852722168,1.1243154335897778,0.044764,0.046918366,1.068196,0.0,,0.91838914,A168,members,
19.049003,0.577033,18.08824348449707,0.5719127655029297,4.073392868041992,1.1376678182746591,0.042362,0.02867347,1.080862,0.0,,0.81770283,A168,members,
18.595594,0.743583,18.433643341064453,0.7719230651855469,3.147474765777588,1.1377251937408983,0.04284,0.036408167,1.080919,0.0,,0.9007337,A168,members,
18.402464,0.406982,17.109859466552734,0.7233695983886719,3.5188632011413574,1.1404255678220858,0.045812,0.055836737,1.083499,0.0,,0.96630204,A168,members,
18.846041,0.114702,18.44286346435547,0.7942523956298828,2.842413187026977,1.1413803637200213,0.04601,0.055836737,1.084405,0.0,,0.79271775,A168,members,
18.907168,0.138891,16.875635147094727,0.6900520324707031,8.159581184387207,1.1493002851353524,0.04644,0.043408163,1.091924,0.0,,0.71131045,A168,members,
18.923378,0.731338,17.163724899291992,0.4610404968261719,5.045553207397461,1.162812538556905,0.043469,0.04667347,1.104747,0.0,,0.932588,A168,members,
18.756914,0.091711,18.09943580627441,0.7232379913330149,3.1495375633239746,1.1634356078517636,0.043727,0.039836735,1.105364,0.0,,0.793496,A168,members,
18.930044,0.731914,17.412248611450195,0.8031005859374964,3.106069326400757,1.176430282077714,0.045593,0.06540817,1.117685,0.0,,0.945488,A168,members,
18.681459,0.089699,16.43416404724121,0.8199329376220703,6.532740116119385,1.1855925567452692,0.044639,0.053836737,1.126416,0.0,,0.9768637,A168,members,
19.006085,0.19807,17.43797492980957,0.7181720733642578,5.034934997558594,1.2017032879819012,0.045617,0.03867347,1.141701,0.0,,0.84024817,A168,members,
18.38771,0.496731,15.65324878692627,0.8973054885864258,8.701743125915527,1.2019156433694995,0.044105,0.058755103,1.141922,0.0,,0.904614,A168,members,
18.990584,0.693436,16.805444717407227,0.4105033874511719,10.867681503295898,1.202266258622524,0.042868,0.033163264,1.142235,0.0,,0.9614508,A168,members,
19.04757,0.62121,,,,1.202287951415711,0.04599,,1.142257,0.0,,,A168,members,
18.464623,0.200592,18.00442886352539,0.7456378936767578,3.033731460571289,1.2219829338322759,0.044732,0.061081633,1.160983,0.0,,0.76580405,A168,members,
18.953303,0.737598,19.15885734558105,0.4645175933837926,3.131752014160156,1.236040414688977,0.043414,0.0447551,1.174321,0.0,,0.8905704,A168,members,
19.101479,0.52176,17.115676879882812,0.5147361755371094,7.4742841720581055,1.2455400821468394,0.043275,0.039,1.183348,0.0,,0.89229643,A168,members,
18.913307,0.103073,15.79145622253418,0.8357658386230469,7.177516937255859,1.265103431792849,0.044186,0.05132653,1.201946,0.0,,0.96458846,A168,members,
18.461522,0.183923,19.97037506103516,0.21737289428710582,3.197797536849976,1.2668882798353072,0.04562,0.0917551,1.203646,0.0,,0.26272923,A168,members,
18.445212,0.202053,15.232094764709473,0.8654680252075195,5.246630668640137,1.2691018052250058,0.045014,0.044081632,1.205749,0.0,,0.9988106,A168,members,
18.90664,0.092902,17.61407470703125,0.65191650390625,5.21860933303833,1.2856763659647816,0.043674,0.033081632,1.221492,0.0,,0.8985622,A168,members,
18.856137,0.071686,16.215518951416016,0.8203277587890625,5.077880382537842,1.2893716254669065,0.042387,0.050244898,1.225007,0.0,,0.98286575,A168,members,
18.756734,0.052907,18.418991088867188,0.47149658203125355,4.448022365570068,1.2936676312210695,0.04577,0.0425102,1.229094,0.0,,0.9050365,A168,members,
18.918229,0.089871,18.091068267822266,0.802026748657223,4.73836612701416,1.312119338448736,0.043542,0.04232653,1.246614,0.0,,0.804959,A168,members,
19.104918,0.58062,19.01219367980957,0.3380451202392578,2.3706963062286377,1.315506913769578,0.043154,0.047755104,1.249825,0.0,,0.8804872,A168,members,
18.886315,0.072642,17.389680862426758,0.7847328186035227,3.83567214012146,1.320487569767939,0.046761,0.046,1.254567,0.0,,0.80338824,A168,members,
18.469443,0.739677,,,,1.3638091493179696,0.04428,,1.29573,0.0,,,A168,members,
18.883822,0.040523,16.429872512817383,0.9521961212158203,3.859152317047119,1.4184062313406511,0.045592,0.04767347,1.347598,0.0,,0.9970767,A168,members,
18.663076,0.0211,17.79001808166504,0.7835407257080078,5.434399604797363,1.4233604038664252,0.044931,0.05132653,1.352313,0.0,,0.71717113,A168,members,
18.996879,0.090227,18.45430374145508,0.5988330841064418,3.5406334400177,1.4506511615813407,0.04635,0.036408167,1.378223,0.0,,0.8363074,A168,members,
19.056637,0.142624,,,,1.4528299796475705,0.046034,,1.380287,0.0,,,A168,members,
19.017178,0.100871,17.241268157958984,0.6488265991210938,4.851989269256592,1.4643636438201182,0.045068,0.036163267,1.391249,0.0,,0.96701956,A168,members,
18.790965,0.004009,17.040498733520508,0.6712131500244141,5.547124862670898,1.4666646111798616,0.047353,0.044,1.393453,0.0,,0.9857309,A168,members,
18.904987,0.032844,16.978134155273438,0.817474365234375,4.4928083419799805,1.467976943515243,0.044276,0.047591835,1.394692,0.0,,0.975822,A168,members,
18.339485,0.251143,,,,1.4859028600322537,0.04581,,1.411721,0.0,,,A168,members,
18.477809,0.055448,17.79502296447754,0.8869361877441406,3.5939972400665283,1.5580876145207325,0.042096,0.056918368,1.480308,0.0,,0.87280047,A168,members,
19.165815,0.623788,17.195669174194336,0.7611446380615234,4.333827972412109,1.5601396575290134,0.047012,0.044836733,1.48225,0.0,,0.9914381,A168,members,
18.362637,0.156903,,,,1.5815584019567783,0.04371,,1.502601,0.0,,,A168,members,
19.200254,0.540926,15.918639183044434,0.8058557510375977,5.7487616539001465,1.5834352172498147,0.044763,0.049510203,1.504377,0.0,,0.979272,A168,members,
18.727544,-0.037163,16.54281997680664,0.8249530792236328,3.986995458602905,1.5957617429576245,0.044903,0.048591834,1.516107,0.0,,0.991662,A168,members,
19.193979,0.286106,19.30939483642578,0.5009937286376989,3.553858518600464,1.606547913242886,0.04432,0.04467347,1.526321,0.0,,0.51036626,A168,members,
18.318973,0.201606,18.171342849731445,0.24387550354003906,6.300225734710693,1.6231591758225958,0.042637,0.037755106,1.542123,0.0,,0.9163647,A168,members,
18.408335,0.0801,18.04862594604492,0.3640251159668004,4.909987449645996,1.6396241174516049,0.045929,0.049510203,1.55777,0.0,,0.81465894,A168,members,
18.785683,-0.04836,16.45147705078125,0.8097724914550781,5.942265033721924,1.6398420847945636,0.043605,0.044081632,1.557985,0.0,,0.9935332,A168,members,
18.825253,-0.04777,,,,1.655499680408644,0.045104,,1.572859,0.0,,,A168,members,
19.006937,0.020663,17.722196578979492,0.7748279571533168,3.13020658493042,1.6625377122436584,0.045431,0.048408166,1.579532,0.0,,0.880487,A168,members,
19.049687,0.050753,18.278297424316406,0.4324989318847621,7.079921245574951,1.6639811584966249,0.045594,0.029000001,1.580899,0.0,,0.7774333,A168,members,
18.310311,0.19161,16.632984161376953,0.7518062591552734,3.3449509143829346,1.665032148652421,0.044906,0.049326528,1.581905,0.0,,0.9747152,A168,members,
19.017449,0.018323,16.163490295410156,0.8350296020507812,4.695968627929688,1.6883782470934172,0.045676,0.045591835,1.604081,0.0,,0.96009916,A168,members,
19.136172,0.122292,,,,1.7000121521278646,0.04724,,1.615122,0.0,,,A168,members,
19.147607,0.132837,18.540557861328125,0.3799610137939453,4.468558311462402,1.7087633573934664,0.047188,0.057591837,1.623435,0.0,,0.8288613,A168,members,
18.998091,0.884139,15.244007110595703,0.8420734405517578,7.967099189758301,1.7323392031502274,0.0443,0.041591834,1.645848,0.0,,0.99704957,A168,members,
19.148514,0.758896,15.559052467346191,0.5850591659545898,9.319890022277832,1.7451374804099171,0.044708,0.03867347,1.658019,0.0,,0.9971945,A168,members,
18.892846,0.935553,,,,1.749922016740981,0.044677,,1.662545,0.0,,,A168,members,
18.69937,0.95968,16.7998046875,0.7911930084228516,3.588228702545166,1.7598675364614802,0.041847,0.0447551,1.671991,0.0,,0.9901256,A168,members,
19.004425,0.896035,17.131935119628906,0.5705242156982422,5.835330486297607,1.777598709199862,0.04282,0.0467551,1.688849,0.0,,0.9134354,A168,members,
19.212038,0.677749,17.953397750854492,0.5838146209716761,4.059783458709717,1.7781641570093296,0.045115,0.059163265,1.689396,0.0,,0.8917971,A168,members,
19.023245,-0.014874,14.683938026428224,0.8870677947998029,11.27202320098877,1.7927573190198134,0.044609,0.036755104,1.703249,0.0,,0.98996496,A168,members,
18.197469,0.331166,17.778337478637695,0.7687320709228516,3.209218740463257,1.8592985544193616,0.043212,0.05332653,1.766473,0.0,,0.7964684,A168,members,
19.084834,0.004403,,,,1.859384422390767,0.04375,,1.766544,0.0,,,A168,members,
18.795298,-0.11662,16.55428695678711,0.7305412292480469,5.561187744140625,1.871248704110732,0.043643,0.033510204,1.777838,0.0,,0.9951412,A168,members,
18.997186,0.938985,17.994138717651367,0.6334877014160156,5.073565483093262,1.8928298891888493,0.045845,0.046,1.798327,0.0,,0.80163926,A168,members,
18.697938,-0.124202,18.23439598083496,0.47586631774902344,6.030663967132568,1.893044930616445,0.04427,0.03232653,1.798548,0.0,,0.6958314,A168,members,
18.971215,0.960222,16.111282348632812,0.6660938262939453,3.9289474487304688,1.919753247329549,0.044124,0.037755106,1.823904,0.0,,0.977797,A168,members,
18.226862,0.186883,16.145654678344727,0.5892448425292969,4.863718986511231,1.9204372339814948,0.043181,0.040489797,1.824554,0.0,,0.97049165,A168,members,
19.246818,0.705129,18.722579956054688,0.4794101715087926,3.8805510997772217,1.924268375357806,0.045289,0.030591836,1.828211,0.0,,0.73788345,A168,members,
18.678847,1.00953,17.52771759033203,0.3589344024658203,3.219435930252075,1.9330696018807272,0.043614,0.0362449,1.836547,0.0,,0.865416,A168,members,
18.636721,1.004357,16.758325576782227,0.4341106414794922,9.523025512695312,1.9362083479574879,0.042783,0.039244898,1.839532,0.0,,0.9486213,A168,members,
19.217299,0.762769,16.837717056274414,0.5774021148681641,5.049017429351807,1.939308964953028,0.044918,0.04,1.842504,0.0,,0.9975378,A168,members,
18.623826,-0.130715,17.882326126098633,0.8744182586669922,4.953336715698242,1.9493434335238753,0.046686,0.05867347,1.852035,0.0,,0.67269325,A168,members,
19.298507,0.272316,20.22338104248047,0.7907028198242188,2.139761447906494,1.955527760301783,0.04582,0.051489796,1.857873,0.0,,0.35087293,A168,members,
19.211392,0.057982,17.12972640991211,0.6317234039306641,5.462870597839356,2.0323850662583474,0.046981,0.043244895,1.930896,0.0,,0.9661683,A168,members,
19.013729,-0.114616,14.578598976135254,0.7716417312622053,14.01760959625244,2.070174838602199,0.046166,0.048244897,1.966819,0.0,,0.9792526,A168,members,
19.053294,-0.107882,,,,2.112811479043239,0.046771,,2.007324,0.0,,,A168,members,
18.393942,0.981275,17.596221923828125,0.3669471740722656,8.556170463562012,2.1664879062090625,0.044559,0.031755105,2.058348,0.0,,0.93704194,A168,members,
